id,label
1,0.9993376135826111
2,0.9989380240440369
3,0.006912883836776018
4,0.0003983993374276906
5,0.9957601428031921
6,0.9989595413208008
7,0.12265844643115997
8,0.06151178106665611
9,0.0002663303166627884
10,0.15415474772453308
11,0.00011923146666958928
12,0.19390834867954254
13,0.9903351068496704
14,0.00012997777957934886
15,5.379036520025693e-05
16,0.035211231559515
17,1.470702682127012e-05
18,1.903782867884729e-05
19,1.0417545126983896e-05
20,0.9893681406974792
21,0.9999195337295532
22,0.9968288540840149
23,0.00025159813230857253
24,0.9993125200271606
25,0.00018726885900832713
26,0.0016415509162470698
27,0.9758589863777161
28,0.9993096590042114
29,0.9979313611984253
30,0.9139911532402039
31,0.12725870311260223
32,0.0020192558877170086
33,0.9972792267799377
34,0.9996939897537231
35,0.3500225245952606
36,0.9999792575836182
37,0.9635879993438721
38,0.9197633862495422
39,0.00012913130922243
40,0.9988300204277039
41,0.004235391039401293
42,0.9958567023277283
43,0.0003968359378632158
44,6.595860759261996e-05
45,0.020309019833803177
46,0.4038425087928772
47,0.9995236396789551
48,0.01381894014775753
49,0.0009389969054609537
50,0.9845408201217651
51,0.9959718585014343
52,0.5138713121414185
53,0.017605388537049294
54,0.0013672364875674248
55,0.9997503161430359
56,0.0019415157148614526
57,0.9991635084152222
58,0.49080872535705566
59,0.9973873496055603
60,0.7874089479446411
61,0.00010799362644320354
62,0.8032202124595642
63,0.0008679936872795224
64,0.9843852519989014
65,0.0014524242142215371
66,0.3026949167251587
67,0.0024531339295208454
68,0.4906061887741089
69,0.9992295503616333
70,4.535270818450954e-06
71,0.0752483382821083
72,0.007922748103737831
73,0.9792817831039429
74,0.001022052252665162
75,0.9937587976455688
76,0.9758711457252502
77,0.9995749592781067
78,0.9861061573028564
79,0.9998718500137329
80,0.00012466251791920513
81,1.0463773833180312e-05
82,0.020475946366786957
83,0.03189891576766968
84,0.00024130800738930702
85,0.827964186668396
86,7.572243339382112e-05
87,0.002864113077521324
88,0.997230589389801
89,0.9815856218338013
90,0.9845000505447388
91,0.010263475589454174
92,0.9995918869972229
